Symbol,Name,Industry,Market Cap
NTLA,Intellia Therapeutics,Biotechnology,4576671212
NTNX,Nutanix,Software,4960323071
NTP,Nam Tai Property,Real Estate Management & Development,248503133
NTR,Nutrien,Chemicals,56286936997
NTRA,Natera,Biotechnology,3912968164
NTRB,Nutriband,Biotechnology,29074606
NTRS,Northern Trust,Capital Markets,21858396140
NTST,NetSTREIT,Equity Real Estate Investment Trusts ...,1042607416
NTUS,Natus Medical,Health Care Equipment & Supplies,851947007
NTWK,NetSol Technologies,Software,42513656
NTZ,Natuzzi S.p.A,Household Durables,114423358
NU,Nu Holdings,Banks-Diversified,30329509886
NUBI,Nubia Brand International,Blank Check / SPAC,135456000
NUE,Nucor,Metals & Mining,36399153139
NURO,NeuroMetrix,Health Care Equipment & Supplies,25172064
NUS,Nu Skin Enterprises,Personal Products,2336750290
NUVA,NuVasive,Health Care Equipment & Supplies,2665073113
NUVB,Nuvation Bio,Biotechnology,1165393917
NUVL,Nuvalent,Biotechnology,748401969
NUWE,Nuwellis,Medical Devices,9488054
NUZE,NuZee,Food Products,38063988
NVAC,NorthView Acquisition,Blank Check / SPAC,237095918
NVAX,Novavax,Biotechnology,5567896024
NVCN,Neovasc,Health Care Equipment & Supplies,28494722
NVCR,Novocure,Health Care Equipment & Supplies,6900007916
NVCT,Nuvectis Pharma,Biotechnology,105176206
NVDA,NVIDIA,Semiconductors & Semiconductor Equipment,5.50732E+11
NVEC,NVE Corporation,Semiconductors & Semiconductor Equipment,263582206
NVEE,NV5 Global,Construction & Engineering,1913513016
NVEI,Nuvei,Software-Infrastructure,7968795126
NVFY,Nova Lifestyle,Household Durables,8492552
NVGS,Navigator Holdings,"Oil, Gas & Consumable Fuels",865977596
NVIV,Invivo Therapeutics Holdings,Health Care Equipment & Supplies,10114968
NVMI,Nova Ltd.,Semiconductors & Semiconductor Equipment,3019570657
NVNO,enVVeno Medical,Medical Devices,46394768
NVO,Novo Nordisk,Pharmaceuticals,2.30439E+11
NVOS,Novo Integrated Sciences,Health Care Providers & Services,59972756
NVR,"NVR, Inc.",Household Durables,16076554881
NVRO,Nevro,Health Care Equipment & Supplies,2246296562
NVS,Novartis AG,Pharmaceuticals,1.84092E+11
NVSA,New Vista Acquisition,Blank Check / SPAC,337237470
NVST,Envista Holdings,Health Care Equipment & Supplies,7291879920
NVT,nVent Electric,Electrical Equipment,5714709501
NVTA,Invitae,Biotechnology,1657871870
NVTS,Navitas Semiconductor,Semiconductors,1007954424
NVVE,Nuvve Holding,Specialty Retail,131796412
NVX,NOVONIX,Electrical Equipment & Parts,1812052323
NWBI,Northwest Bancshares,Thrifts & Mortgage Finance,1774688758
NWE,NorthWestern,Multi-Utilities,3259883238
NWFL,Norwood Financial,Banks,223898766
NWG,NatWest Group,Banks,30228604924
NWL,Newell Brands,Household Durables,9182289913
NWLI,National Western Life Group,Insurance,751565127
NWN,Northwest Natural Holding Company,Gas Utilities,1713569000
NWPX,Northwest Pipe Company,Construction & Engineering,289503788
NWS,News Corporation,Media,12499222508
NWSA,News Corporation,Media,12374950904
NX,Quanex Building Products,Building Products,766240830
NXE,NexGen Energy,"Oil, Gas & Consumable Fuels",2674622462
NXGL,NexGel,Medical Instruments & Supplies,10768369
NXGN,NextGen Healthcare,Health Care Technology,1289155310
NXPI,NXP Semiconductors NV,Semiconductors & Semiconductor Equipment,46878785458
NXPL,NextPlat,Software-Application,27507576
NXRT,NexPoint Residential Trust,Equity Real Estate Investment Trusts ...,4400535005
NXST,Nexstar Media Group,Media,7275179500
NXTC,NextCure,Biotechnology,136126303
NXTP,NextPlay Technologies,Information Technology Services,56972971
NYC,New York City REIT,REIT-Office,155514022
NYCB,New York Community Bancorp,Thrifts & Mortgage Finance,5178863605
NYMT,New York Mortgage Trust,Mortgage Real Estate Investment Trust...,1403095680
NYMX,Nymox Pharmaceutical,Biotechnology,163656094
NYT,The New York Times Company,Media,7563870720
NYXH,Nyxoah,Medical Instruments & Supplies,488676957
O,Realty Income,Equity Real Estate Investment Trusts ...,38642827219
OACB,Oaktree Acquisition II,Blank Check / SPAC,308812509
OAS,Oasis Petroleum,"Oil, Gas & Consumable Fuels",2738959341
OB,Outbrain,Internet Content & Information,624282425
OBAS,Optibase,Real Estate Management & Development,64841049
OBCI,Ocean Bio-Chem,Household Products,85372191
OBE,Obsidian Energy,"Oil, Gas & Consumable Fuels",657174267
OBLG,Oblong,Software-Application,19722241
OBNK,Origin Bancorp,Banks,1041380451
OBSV,ObsEva,Biotechnology,92810175
OBT,Orange County Bancorp,Banks-Regional,230174184
OC,Owens Corning,Building Products,8899269620
OCA,Omnichannel Acquisition,Blank Check / SPAC,256576230
OCAX,OCA Acquisition,Blank Check / SPAC,187622489
OCC,Optical Cable,Communications Equipment,34243896
OCCI,OFS Credit Company,Asset Management,149345851
OCDX,Ortho Clinical Diagnostics Holdings,Health Care Equipment & Supplies,4090266358
OCFC,OceanFirst Financial,Thrifts & Mortgage Finance,1283233660
OCFT,OneConnect Financial Technology Co.,Software,491392414
OCG,Oriental Culture Holding,Internet Retail,85862376
OCGN,Ocugen,Biotechnology,527663837
OCN,Ocwen Financial,Thrifts & Mortgage Finance,224498573
OCSL,Oaktree Specialty Lending,Capital Markets,1319228287
OCUL,Ocular Therapeutix,Pharmaceuticals,407564796
OCUP,Ocuphire Pharma,Biotechnology,65206468
OCX,OncoCyte,Biotechnology,118979280
ODC,Oil-Dri Corporation of America,Household Products,200191770
ODFL,Old Dominion Freight Line,Road & Rail,35192033239
ODP,The ODP Corporation,Specialty Retail,2060693207
OEC,Orion Engineered Carbons,Chemicals,977169787
OEG,Orbital Energy Group,Utilities-Diversified,103310903
OEPW,One Equity Partners Open Water I,Blank Check / SPAC,421331259
OESX,Orion Energy Systems,Electrical Equipment,92655352
OFC,Corporate Office Properties Trust,Equity Real Estate Investment Trusts ...,3254273002
OFED,Oconee Federal Financial,Thrifts & Mortgage Finance,131418396
OFG,OFG Bancorp,Banks,1328445951
OFIX,Orthofix Medical,Health Care Equipment & Supplies,636685677
OFLX,Omega Flex,Machinery,1279452525
OFS,OFS Capital,Capital Markets,156773632
OG,Onion Global,Software-Application,132980712
OGE,OGE Energy,Electric Utilities,7745815031
OGEN,Oragenics,Biotechnology,41448259
OGI,OrganiGram Holdings,Pharmaceuticals,416496095
OGN,Organon & Co.,Pharmaceuticals,9084696571
OGS,ONE Gas,Gas Utilities,4620517323
OHAA,OPY Acquisition I,Blank Check / SPAC,154646230
OHI,Omega Healthcare Investors,Equity Real Estate Investment Trusts ...,7047095797
OHPA,Orion Acquisition,Blank Check / SPAC,505080029
OI,O-I Glass,Containers & Packaging,1836339576
OII,Oceaneering International,Energy Equipment & Services,1641215604
OIIM,O2Micro International,Semiconductors & Semiconductor Equipment,92466917
OIS,Oil States International,Energy Equipment & Services,454813180
OKE,ONEOK,"Oil, Gas & Consumable Fuels",29476829128
OKTA,"Okta, Inc.",IT Services,24140584835
OLB,The OLB Group,Software-Application,19402240
OLED,Universal Display,Semiconductors & Semiconductor Equipment,7604720013
OLIT,OmniLit Acquisition,Blank Check / SPAC,191091999
OLK,Olink Holding AB (publ),Diagnostics & Research,1992177113
OLLI,Ollie's Bargain Outlet Holdings,Multiline Retail,2475766500
OLMA,Olema Pharmaceuticals,Biotechnology,177932461
OLN,Olin Corporation,Chemicals,7596607987
OLO,"Olo, Inc.",Software-Application,1956327423
OLP,One Liberty Properties,Equity Real Estate Investment Trusts ...,647201640
OLPX,Olaplex Holdings,Specialty Retail,9378368504
OM,Outset Medical,Medical Devices,1930883036
OMAB,Grupo Aeroportuario del Centro Norte,Transportation Infrastructure,2531824335
OMC,Omnicom Group,Media,15935639542
OMCL,Omnicell,Health Care Technology,5988004854
OMEG,Omega Alpha SPAC,Blank Check / SPAC,173871045
OMER,Omeros,Pharmaceuticals,382631643
OMEX,Odyssey Marine Exploration,Commercial Services & Supplies,87324120
OMF,OneMain Holdings,Consumer Finance,5473089502
OMGA,Omega Therapeutics,Biotechnology,462461051
OMI,Owens & Minor,Health Care Providers & Services,2985825776
OMIC,Singular Genomics Systems,Medical Instruments & Supplies,521558654
OMQS,OMNIQ,Software-Application,39534237
ON,ON Semiconductor,Semiconductors & Semiconductor Equipment,24172312549
ONB,Old National Bancorp,Banks,5157510642
ONCR,Oncorus,Biotechnology,43617211
ONCS,OncoSec Medical,Biotechnology,40120371
ONCT,Oncternal Therapeutics,Biotechnology,76117888
ONCY,Oncolytics Biotech,Biotechnology,87952935
ONDS,Ondas Holdings,Communication Equipment,216587996
ONE,OneSmart International Education Group,Diversified Consumer Services,9627752
ONEM,1Life Healthcare,Health Care Equipment & Supplies,1607793274
ONEW,OneWater Marine,Specialty Retail,645672950
ONL,Orion Office REIT,REIT-Office,950743857
ONON,On Holding AG,Apparel Retail,6816115192
ONTF,"ON24, Inc.",Software-Application,586989120
ONTO,Onto Innovation,Semiconductors & Semiconductor Equipment,3846601421
ONTX,Onconova Therapeutics,Pharmaceuticals,33424960
ONVO,Organovo Holdings,Biotechnology,32819923
ONYX,Onyx Acquisition Co. I,Blank Check / SPAC,329633115
OOMA,"Ooma, Inc.",Diversified Telecommunication Services,353430014
OP,OceanPal,Marine Shipping,17901858
OPA,Magnum Opus Acquisition,Blank Check / SPAC,248000000
OPAD,Offerpad Solutions,Real Estate Services,956456000
OPBK,OP Bancorp,Thrifts & Mortgage Finance,202997884
OPCH,Option Care Health,Medical Care Facilities,4633403371
OPEN,Opendoor Technologies,Real Estate Management & Development,4254105341
OPFI,OppFi,Software-Application,46183235
OPGN,OpGen,Biotechnology,40222500
OPHC,OptimumBank Holdings,Banks,20815124
OPI,Office Properties Income Trust,Equity Real Estate Investment Trusts ...,1211126782
OPK,OPKO Health,Biotechnology,2126139390
OPNT,Opiant Pharmaceuticals,Pharmaceuticals,122066414
OPOF,Old Point Financial,Banks,130992725
OPRA,Opera,Software,542337674
OPRT,Oportun Financial,Consumer Finance,417840120
OPRX,OptimizeRx,Health Care Technology,710147364
OPT,Opthea,Biotechnology,224361234
OPTN,OptiNose,Pharmaceuticals,168132915
OPTT,Ocean Power Technologies,Electrical Equipment,80457408
OPY,Oppenheimer Holdings,Capital Markets,529785505
OR,Osisko Gold Royalties,Metals & Mining,2389658614
ORA,Ormat Technologies,Independent Power and Renewable Elect...,4399306193
ORAN,Orange,Diversified Telecommunication Services,31007770620
ORC,Orchid Island Capital,Mortgage Real Estate Investment Trust...,608855871
ORCC,Owl Rock Capital,Capital Markets,5681966068
ORCL,Oracle,Software,2.07814E+11
ORGN,Origin Materials,Mortgage Real Estate Investment Trust...,857703164
ORGO,Organogenesis Holdings,Biotechnology,981189307
ORGS,Orgenesis,Biotechnology,70932417
ORI,Old Republic International,Insurance,7908421118
ORIA,Orion Biotech Opportunities,Blank Check / SPAC,242499999
ORIC,Oric Pharmaceuticals,Biotechnology,280005309
ORLA,Orla Mining,Gold,1183557116
ORLY,O'Reilly Automotive,Specialty Retail,44962930223
ORMP,Oramed Pharmaceuticals,Pharmaceuticals,348765399
ORN,Orion Group Holdings,Construction & Engineering,77425502
ORPH,Orphazyme,Biotechnology,24139419
ORRF,Orrstown Financial Services,Banks,263247820
ORTX,Orchard Therapeutics,Biotechnology,87849295
OSBC,Old Second Bancorp,Banks,631790781
OSCR,Oscar Health,Healthcare Plans,1687383931
OSG,Overseas Shipholding Group,"Oil, Gas & Consumable Fuels",191074206
OSH,Oak Street Health,Health Care Providers & Services,5135518188
OSI,Osiris Acquisition,Blank Check / SPAC,279450009
OSIS,OSI Systems,"Electronic Equipment, Instruments & C...",1420330699
OSK,Oshkosh,Machinery,7116615602
OSPN,OneSpan,Software,508017754
OSS,One Stop Systems,"Technology Hardware, Storage & Periph...",75970620
OSTK,Overstock.com,Internet & Direct Marketing Retail,1930886642
OSTR,Oyster Enterprises Acquisition,Blank Check / SPAC,281175000
OSUR,OraSure Technologies,Health Care Equipment & Supplies,492395674
OSW,OneSpaWorld Holdings,Diversified Consumer Services,890301437
OTEC,OceanTech Acquisitions I,Blank Check / SPAC,130628431
OTEX,Open Text,Software,11415583718
OTIC,Otonomy,Pharmaceuticals,132186718
OTIS,Otis Worldwide,Machinery,30767247352
OTLK,Outlook Therapeutics,Biotechnology,401454014
OTLY,Oatly Group AB,Beverages-Non-Alcoholic,2952967165
OTMO,Otonomo Technologies,Software-Application,189037407
OTRA,OTR Acquisition,Blank Check / SPAC,134889622
OTRK,Ontrak,Health Care Providers & Services,37450887
OTTR,Otter Tail,Electric Utilities,2593699275
OUST,Ouster,Electronic Components,559859069
OUT,OUTFRONT Media,Equity Real Estate Investment Trusts ...,4493307369
OVBC,Ohio Valley Banc,Banks,142502405
OVID,Ovid Therapeutics,Biotechnology,230151646
OVLY,Oak Valley Bancorp,Banks,154318324
OVV,Ovintiv,"Oil, Gas & Consumable Fuels",11793399802
OWL,Blue Owl Capital,Asset Management,5109821949
OWLT,Owlet,Medical Devices,256164960
OXAC,Oxbridge Acquisition,Blank Check / SPAC,144465290
OXBR,Oxbridge Re Holdings,Insurance,35474970
OXM,Oxford Industries,"Textiles, Apparel & Luxury Goods",1407037043
OXSQ,Oxford Square Capital,Capital Markets,197352269
OXUS,Oxus Acquisition,Blank Check / SPAC,217531865
OXY,Occidental Petroleum,"Oil, Gas & Consumable Fuels",54129008626
OYST,Oyster Point Pharma,Biotechnology,304682652
OZ,"Belpointe PREP, LLC",Real Estate-Development,124905779
OZK,Bank OZK,Banks,5421926869
OZON,Ozon Holdings,Internet & Direct Marketing Retail,2509219327
PAA,"Plains All American Pipeline,","Oil, Gas & Consumable Fuels",7614464508
PAAS,Pan American Silver,Metals & Mining,5794562559
PAC,Grupo Aeroportuario del Pacifico,Transportation Infrastructure,6534623212
PACB,Pacific Biosciences of California,Life Sciences Tools & Services,2189701631
PACI,PROOF Acquisition I,Blank Check / SPAC,340515000
PACK,Ranpak Holdings,Containers & Packaging,1681969915
PACW,PacWest Bancorp,Banks,5244710895
PACX,Pioneer Merger,Shell Companies,492559355
PAFO,Pacifico Acquisition,Blank Check / SPAC,74500290
PAG,Penske Automotive Group,Specialty Retail,7821686740
PAGP,Plains GP Holdings LP,"Oil, Gas & Consumable Fuels",2839214075
PAGS,PagSeguro Digital,IT Services,4146773242
PAHC,Phibro Animal Health,Pharmaceuticals,811692144
PALI,Palisade Bio,Biotechnology,14116958
PALT,Paltalk,Software-Application,23622289
PAM,Pampa Energia,Electric Utilities,1272288000
PANA,Panacea Acquisition II,Blank Check / SPAC,228386490
PANL,Pangaea Logistics Solutions,Marine,256961087
PANW,Palo Alto Networks,Software,53775437478
PAQC,Provident Acquisition,Blank Check / SPAC,282612509
PAR,PAR Technology,"Electronic Equipment, Instruments & C...",1012294584
PARA,Paramount Global,Media,21279918057
PARAA,Paramount Global,Entertainment,23054407056
PARR,Par Pacific Holdings,"Oil, Gas & Consumable Fuels",766811582
PASG,Passage Bio,Biotechnology,160163470
PATH,UiPath,Software-Infrastructure,13766224884
PATI,Patriot Transportation Holding,Road & Rail,27261320
PATK,Patrick Industries,Building Products,1506741882
PAVM,PAVmed,Health Care Equipment & Supplies,112556151
PAX,Patria Investments,Asset Management,2117101431
PAY,Paymentus Holdings,"Electronic Equipment, Instruments & C...",2384015357
PAYA,Paya Holdings,Software-Infrastructure,681223163
PAYC,Paycom Software,Software,18257938379
PAYO,Payoneer Global,Software-Infrastructure,1432284413
PAYS,PaySign,IT Services,109069902
PAYX,Paychex,IT Services,43503685544
PB,Prosperity Bancshares,Banks,6504652800
PBA,Pembina Pipeline,"Oil, Gas & Consumable Fuels",20368877542
PBAX,Phoenix Biotech Acquisition,Blank Check / SPAC,228778599
PBBK,PB Bankshares,Banks-Regional,38881500
PBCT,People's United Financial,Banks,8726618111
PBF,PBF Energy,"Oil, Gas & Consumable Fuels",3042144766
PBFS,Pioneer Bancorp,Thrifts & Mortgage Finance,268349630
PBFX,PBF Logistics LP,"Oil, Gas & Consumable Fuels",854461307
PBH,Prestige Consumer Healthcare,Pharmaceuticals,2814172926
PBHC,Pathfinder Bancorp,Banks,107283599
PBI,Pitney Bowes,Commercial Services & Supplies,860286654
PBIP,Prudential Bancorp,Thrifts & Mortgage Finance,130957526
PBLA,Panbela Therapeutics,Biotechnology,24198660
PBPB,Potbelly,"Hotels, Restaurants & Leisure",175730314
PBR,Petroleo Brasileiro,"Oil, Gas & Consumable Fuels",89746161651
PBR.A,Petroleo Brasileiro,"Oil, Gas & Consumable Fuels",71481139190
PBT,Permian Basin Royalty Trust,"Oil, Gas & Consumable Fuels",581468030
PBTS,Powerbridge Technologies Co.,Software,17062155
PBYI,Puma Biotechnology,Biotechnology,108705527
PCAR,PACCAR,Machinery,29738260405
PCB,PCB Bancorp,Banks,336900460
PCCT,Perception Capital II,Blank Check / SPAC,286924990
PCG,PG&E Corporation,Electric Utilities,24260605944
PCH,PotlatchDeltic,Equity Real Estate Investment Trusts ...,3789252079
PCOM,Points.com,Internet & Direct Marketing Retail,256447229
PCOR,Procore Technologies,Software-Application,7059026936
PCPC,Periphas Capital Partnering,Blank Check / SPAC,457067104
PCRX,Pacira Biosciences,Pharmaceuticals,3184186558
PCSA,Processa Pharmaceuticals,Biotechnology,55948960
PCSB,PCSB Financial,Thrifts & Mortgage Finance,290596336
PCT,PureCycle Technologies,Pollution & Treatment Controls,1148979704
PCTI,PCTEL,Communications Equipment,84448422
PCTY,Paylocity Holding,Software,10446157744
PCVX,Vaxcyte,Biotechnology,1367789429
PCX,Parsec Capital Acquisitions,Blank Check / SPAC,107488564
PCYG,Park City Group,Software,113679498
PCYO,Pure Cycle,Water Utilities,279881980
PD,PagerDuty,Software,2286208253
PDCE,PDC Energy,"Oil, Gas & Consumable Fuels",6443290588
PDCO,Patterson Companies,Health Care Providers & Services,3025305841
PDD,Pinduoduo,Internet & Direct Marketing Retail,40268210174
PDEX,Pro-Dex,Health Care Equipment & Supplies,57344678
PDFS,PDF Solutions,Semiconductors & Semiconductor Equipment,1006402472
PDLB,Ponce Financial Group,Thrifts & Mortgage Finance,262194330
PDM,Piedmont Office Realty Trust,Equity Real Estate Investment Trusts ...,2063439359
PDOT,Peridot Acquisition II,Blank Check / SPAC,496782654
PDS,Precision Drilling,Energy Equipment & Services,916439932
PDSB,PDS Biotechnology,Biotechnology,153280270
PEAK,Healthpeak Properties,Equity Real Estate Investment Trusts ...,17478842348
